" Liczba punktów, jaką uzyskali uczniowie przyjęci do szkół ponadgimnazjalnych w roku szkolnym 2018/2019 ",,,,,,
Dane z 12.07.2018 r. (listy przyjętych w rekrutacji zasadniczej),,,,,,
,,,,,,
Dzielnica szkoły,typ szkoły,Nazwa szkoły,Grupa rekrutacyjna/oddział,Minimum,Średnia,Maksimum
Rembertów,LO,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,"1A [O] mat-inf-ang (ang-niem*,hisz*,fra,wlo,ros*)","74,6","111,61","149,2"
Rembertów,LO,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,"1B [O] biol-chem-ang (ang-niem*,hisz*,fra,wlo,ros*)","73,4","100,90","129,8"
Rembertów,LO,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,"1C [O] mat-geogr-wos (ang-niem*,hisz*,fra,wlo,ros*)",67,"101,17","154,8"
Rembertów,LO,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,"1D [O] pol-hist-wos (ang-niem*,hisz*,fra,wlo,ros*)",89,"103,79","125,2"
Śródmieście,Br. I st.,Branżowa Szkoła Gastronomiczna I stopnia,1a [O] Kucharz (ang),58,"76,65","144,2"
Śródmieście,Br. I st.,Branżowa Szkoła Gastronomiczna I stopnia,1c [O] Cukiernik (ang),"41,6","65,58","110,8"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1af [O] geogr-hist-mat (ang-fra*),"142,2","145,11","147,8"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1ah [O] geogr-hist-mat (ang-hisz*),"153,6","158,20","165,2"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1an [O] geogr-hist-mat (ang-niem*),151,"153,66","161,4"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1bf [O] geogr-wos-mat (ang-fra*),"148,4","153,64","166,2"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1bh [O] geogr-wos-mat (ang-hisz*),"154,8","158,62","165,2"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1bn [O] geogr-wos-mat (ang-niem*),"155,2","159,80","171,2"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1cdf [O] fiz-inf-mat (ang-fra*),158,"165,78","178,4"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1 cdh [O] fiz-inf-mat (ang-hisz*),"160,2","166,85","172,2"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1cdn [O] fiz-inf-mat (ang-niem*),"156,8","163,41","187,6"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1ef [O] biol-chem-mat (ang-fra*),"156,8","161,90","175,4"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1eh [O] biol-chem-mat (ang-hisz*),157,"162,30","174,4"
Śródmieście,LO,CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie,1en [O] chem-biol-mat (ang-niem*),"160,4","165,54","176,4"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1bch [O] biol-chem (ang-niem*,fra*,hisz,wlo,ros)","174,4","178,58","
laureat/ci"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1bch-dj [D] biol-chem (ang-niem,hisz)","192,44*","197,94*","
laureat/ci"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1mf-dj [D] mat-fiz (ang-niem*,fra*,hisz,wlo,ros)","196,48*","200,54*","
laureat/ci"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1mg-dj [D] mat-geogr (ang-niem*,fra*,hisz,wlo,ros)","198,19*","203,30*","
laureat/ci"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1ph-dj [D] pol-hist (ang-niem*,fra*,hisz,wlo,ros)","185,16*","192,17*","
laureat/ci"
Śródmieście,LO,II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego,"1ib [M] (ang-niem,fra)",Laureat,Laureat,Laureat
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,"1AG(biol-chem-mat) [O] biol-chem-mat (ang-fra*,niem*,hisz*,ros*)","179,4","184,52","
laureat/ci"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,"1B(biol-chem-fiz) [O] biol-chem-fiz (ang-fra*,niem*,hisz*,ros*)","175,4","179,33","
laureat/ci"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,"1C(mat-fiz-inf) [O] mat-fiz-inf (ang-fra*,niem*,hisz*,ros*)","177,6","179,99","186,2"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,"1D(mat-fiz-chem) [O] mat-fiz-chem (ang-fra*,niem*,hisz*,ros*)","175,2","180,09","193,2"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,1E(hist-geo-mat) [O] hist-geogr-mat (ang-niem*),"171,2","174,68","193,2"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,1F(wos-geo-mat) [O] wos-geogr-mat (ang-hisz*),173,"177,88","
laureat/ci"
Śródmieście,LO,IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej,"1U(matematyczna) [O] mat-fiz-ang (ang-fra*,niem*,hisz*,ros*)","179,2","183,87","
laureat/ci"
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 CLh [O] hist-ang-wos (ang-hisz*),"134,8","142,81",160
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 CLw [O] hist-ang-wos (ang-wlo*),"125,6","132,29","142,8"
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 GLh [O] biol-chem-ang (ang-hisz*),"133,2","140,84","150,8"
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 GLn [O] biol-chem-ang (ang-niem*),"118,6","130,38",146
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 KLn [O] hist-ang-pol (ang-niem*),123,"131,09","148,2"
Śródmieście,LO,LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,1 KLw [O] hist-ang-pol (ang-wlo*),"127,4","139,71",161
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1A-pływanie [MS] ang (ang-niem*,ros*)",550**,639**,"
laureat/ci"
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1A-p-ręczna-żeńska [MS] ang (ang-niem*,ros*)",174**,217**,250**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1B-koszykówka-męska [S] ang (ang-niem*,ros*)",343**,507**,592**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1B-koszykówka-żeńska [S] ang (ang-niem*,ros*)",474**,534**,658**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1C-piłka-nożna-męska [S] ang (ang-niem*,ros*)",59**,"74,81**","
laureat/ci"
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1D-siatkówka-męska [S] ang (ang-niem*,ros*)",218**,261**,305**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1D-siatkówka-żeńska [S] ang (ang-niem*,ros*)",202**,"238,21**",307**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1E-piłka-nożna-męska [S] ang (ang-niem*,ros*)",69**,"79,14**",90**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1E-sporty-indywid [S] ang (ang-niem*,ros*)",278**,"322,9**",379**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1F-fitness [S] ang (ang-niem*,ros*)",403**,"448,67**",513**
Śródmieście,LO,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,"1F-lekkoatletyka [S] ang (ang-niem*,ros*)",364**,"388,77**","
laureat/ci"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MB/Ah [O] mat-biol-ang (ang-hisz*),179,"180,20","
laureat/ci"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MB/An [O] mat-biol-ang (ang-niem*),175,"176,25","177,4"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MB/Na [O] mat-biol-niem (niem-ang),"170,6","174,67","180,2"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MC/Ah [O] mat-chem-ang (ang-hisz*),"176,6","180,75",185
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MC/An [O] mat-chem-ang (ang-niem*),"174,8","177,24","181,8"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1A/MC/Na [O] mat-chem-niem (niem-ang),"168,4","170,60","172,6"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1B/MF/Ah [O] mat-fiz-ang (ang-hisz*),"175,8","179,11","186,8"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1B/MF/An [O] mat-fiz-ang (ang-niem*),"174,6","176,12","
laureat/ci"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1B/MF/Na [O] mat-fiz-niem (niem-ang),"171,6","173,23","174,2"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MG/Ah [O] mat-geogr-ang (ang-hisz*),"179,6","182,25","185,2"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MG/An [O] mat-geogr-ang (ang-niem*),175,"177,37","184,6"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MG/Na [O] mat-geogr-niem (niem-ang),"174,6","187,07","193,6"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MH/Ah [O] mat-hist-ang (ang-hisz*),"175,4","180,20","189,2"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MH/An [O] mat-hist-ang (ang-niem*),"172,8","177,33","196,2"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1C/MH/Na [O] mat-hist-niem (niem-ang),"168,8","170,65","175,4"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PG/Ah [O] pol-geogr-ang (ang-hisz*),"175,4","178,35","183,6"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PG/An [O] pol-geogr-ang (ang-niem*),168,"170,28","
laureat/ci"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PG/Na [O] pol-geogr-niem (niem-ang),"165,8","172,60","185,4"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PH/Ah [O] pol-hist-ang (ang-hisz*),"182,6","183,20","
laureat/ci"
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PH/An [O] pol-hist-ang (ang-niem*),"175,4","179,53",192
Śródmieście,LO,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,1D/PH/Na [O] pol-hist-niem (niem-ang),"170,6","172,60",174
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1A MEDIALNA [O] pol-hist-obcy (fra*,hisz*,niem*-ang)","145,2","151,45","160,4"
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1B BIOL-CHEM [O] biol-chem (ang-fra*,hisz*,niem*)","154,4","158,48","167,4"
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1C FILMOWA [O] pol-ang-hist (ang-fra*,hisz*,niem*)","145,2","152,76","174,4"
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1D PLASTYCZNA [O] hist-h.szt. (ang-fra*,hisz*,niem*)",223*,"238,36*",264*
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1E MUZ-TEATR [O] pol-hist-h.muz. (ang-fra*,hisz*,niem*)","226,4*","241,52*",269*
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1F DYPLOMATYCZNA [O] geogr-obcy-wos (fra*,hisz*,niem*-ang)","146,6","155,07","172,8"
Śródmieście,LO,LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego,"1G TENISOWA [S] biol-ang (ang-fra*,hisz*,niem*)",118**,"199,61**",281**
Śródmieście,LO,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,"1A [O] pol-hist (ang-fra*,niem*,hisz*)","156,4","160,37",173
Śródmieście,LO,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,"1B [O] ang-geogr (ang-fra*,niem*,hisz*)","158,8","163,24","172,8"
Śródmieście,LO,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,"1C [O] mat-geogr (ang-fra*,niem*,hisz*)","160,2","162,61","165,8"
Śródmieście,LO,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,"1D [O] biol-chem (ang-fra*,niem*,hisz*)","160,2","162,18","167,4"
Śródmieście,LO,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,1a [O] ang-niem-geogr (ang-niem*),"103,4","118,36","148,2"
Śródmieście,LO,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,"1b [O] geogr-ang-mat (ang-hisz*,niem*,ros*)",136,"145,16","158,4"
Śródmieście,LO,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,"1c [O] hist-pol-wos (ang-hisz*,niem*,ros*)","119,4","128,45",138
Śródmieście,LO,LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego,"1d [O] biol-ang-pol (ang-hisz*,niem*,ros*)","133,4","140,53","154,6"
Śródmieście,T,Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego,1a [O] Technik inżynierii sanitarnej (ang*-niem),"60,8","94,95","130,6"
Śródmieście,T,Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego,"1 bcdef [O] Technik budownictwa (ang,niem*-niem,hisz,ang*)","114,4","138,95","177,2"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1An [O] Technik budownictwa (ang-niem*),"112,8","125,53","
laureat/ci"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1Aw [O] Technik budownictwa (ang-wlo*),"87,8","115,32","146,2"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1En [O] Technik budownictwa (ang-niem*),"96,8","116,48","151,8"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1Ew [O] Technik budownictwa (ang-wlo*),"74,4","105,48","166,8"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1 GHn [O] Technik budownictwa (ang-niem*),"76,2","116,87","161,6"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1 GHw [O] Technik budownictwa (ang-wlo*),81,"120,69","167,2"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1Kn [O] Technik renowacji elementów architektury (ang-niem*),"87,6","114,47","145,8"
Śródmieście,T,Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego,1Kw [O] Technik renowacji elementów architektury (ang-wlo*),"64,2","110,31","134,2"
Śródmieście,T,Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika,"1 FA,FB,FC,FE [O] Technik ekonomista (ang-niem,ros,wlo,hisz)",101,"128,52","
laureat/ci"
Śródmieście,T,Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika,"1FD,FL [O] Technik logistyk (ang-wlo,niem,ros)","93,8","117,60","157,4"
Śródmieście,T,Technikum Elektryczno-Elektroniczne nr 1,1t [O] Technik elektronik (ang-niem*),"76,4","97,09",148
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1abc [O] Technik żywienia i usług gastronomicznych (ang-niem*),92,"113,38",152
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1d [O] Technik żywienia i usług gastronomicznych (ang-niem*),"81,2","97,65","152,2"
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1ef [O] Technik żywienia i usług gastronomicznych (ang-ros*),69,"94,34","142,2"
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1hi [O] Technik hotelarstwa (ang-niem*),"85,8","113,16","160,4"
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1j [O] Kelner (ang-niem*),"52,8","75,45","130,2"
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1ah [O] Technik realizacji nagrań i nagłośnień  (ang-hisz),"135,2","148,94","171,2"
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1an [O] Technik realizacji nagrań i nagłośnień  (ang-niem),"127,4","139,77",163
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1bh [O] Technik informatyk (ang-hisz),"138,6","149,37",159
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1bw [O] Technik informatyk (ang-wlo),133,"139,15","155,2"
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1ch [O] Technik informatyk (ang-hisz*),"129,6","137,07","151,4"
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1cn [O] Technik informatyk (ang-niem),"136,8","145,50","
laureat/ci"
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1dh [O] Technik realizacji nagrań i nagłośnień  (ang-hisz*),"116,2","127,76",169
Śródmieście,T,Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego,1dn [O] Technik realizacji nagrań i nagłośnień  (ang-niem),"114,4","130,89","172,4"
Śródmieście,T,Technikum Poligraficzne,1tc1 [O] Technik grafiki i poligrafii cyfrowej (ang-niem),93,"116,45","153,6"
Śródmieście,T,Technikum Poligraficzne,1tc2 [O] Technik grafiki i poligrafii cyfrowej (ang-niem),"109,2","130,95","161,6"
Śródmieście,T,Technikum Poligraficzne,1td [O] Technik procesów drukowania (ang-niem),"72,4","90,20","132,8"
Śródmieście,T,Technikum Poligraficzne,1tr1 [O] Technik organizacji reklamy (ang-niem),"107,2","124,28","152,6"
Śródmieście,T,Technikum Poligraficzne,1tr2 [O] Technik organizacji reklamy (ang-niem),"80,4","95,12","140,8"
Śródmieście,LO,V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego,"1A [O] pol-geogr (ang-fra*,niem*,ros)",167,"172,04",187
Śródmieście,LO,V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego,"1B [O] mat-fiz (ang-fra*,niem*,ros)","174,8","179,51","
laureat/ci"
Śródmieście,LO,V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego,"1C [O] chem-fiz-mat (ang-fra*,niem*,ros)",174,"178,41","
laureat/ci"
Śródmieście,LO,V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego,"1D [O] biol-chem-mat (ang-fra*,niem*,ros)","175,4","180,28","
laureat/ci"
Śródmieście,LO,V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego,"1E [O] geogr-mat (ang-fra*,niem*,ros)","171,8","177,39","
laureat/ci"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1A-fran [O] mat-fiz-ang (ang-fra),168,"169,37","171,2"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1A-niem [O] mat-fiz-ang (ang-niem*),"169,2","171,12",174
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1A-ros [O] mat-fiz-ang (ang-ros),"167,4","169,95","174,8"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1B-fran [O] pol-hist-antyk (fra-ang),"156,4","161,33","165,8"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1B-hisz [O] pol-hist-antyk (hisz-ang),"162,6","168,93","179,2"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1B-niem [O] pol-hist-antyk (niem*-ang),"155,2","160,30","168,2"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1C-fran [O] hist-wos-ang (ang-fra),"155,6","158,84","161,4"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1C-hisz [O] hist-wos-ang (ang-hisz),164,"168,73","173,8"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1C-niem [O] hist-wos-ang (ang-niem*),"158,8","162,88",171
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1D-fran [O] biol-chem-fiz (fra-ang),"163,4","166,10","168,8"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1D-niem [O] biol-chem-fiz (niem*-ang),"163,6","165,83","169,4"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1D-ros [O] biol-chem-fiz (ros-ang),163,"166,00","171,4"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1E-fran [O] mat-biol-chem (fra-ang),"167,2","171,10","183,2"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1E-hisz [O] mat-biol-chem (hisz-ang),"168,8","170,55",172
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1E-niem [O] mat-biol-chem (niem*-ang),167,"169,14",172
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1F-fran [O] mat-geogr-ang (ang-fra),"166,6","167,50",169
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1F-hisz [O] mat-geogr-ang (ang-hisz),"169,2","173,97","182,8"
Śródmieście,LO,XI Liceum Ogólnokształcące im. Mikołaja Reja,1F-niem [O] mat-geogr-ang (ang-niem*),"164,6","166,27","171,8"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1A [O] hist-pol (ang,fra*-fra*,ang)","158,8","164,50","
laureat/ci"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1B [O] mat-fiz (ang,fra*-ang,fra*)","164,6","167,86","175,4"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1C [D] mat (fra-ang,hisz)","162,84*","169,86*","
laureat/ci"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1D [O] pol-hist (ang,fra*-fra*,ang)",161,"166,67","
laureat/ci"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1E [O] biol-chem (ang,fra*-ang,fra*)","164,4","168,46","174,2"
Śródmieście,LO,XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej,"1L [D] pol (fra-ang,hisz)","147,84*","159,55*","
laureat/ci"
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1A [O] mat-geogr (ang-niem*),"166,8","170,68","179,6"
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1B [D] mat-geogr (niem-ang*),"197,4*","207,70*","
laureat/ci"
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1C [O] mat-hist (ang-niem*),"164,6","168,10",177
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1D [O] biol-chem (ang-niem*),170,"172,93","
laureat/ci"
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1E [O] pol-hist (ang-niem*),"155,4","161,38","174,6"
Śródmieście,LO,XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego,1F [D] hist-wos (niem-ang*),"141,4*","187,71*","216,4*"
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1A [O] mat-fiz-inf (ang-niem*,fra*)","173,4","176,18","
laureat/ci"
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1B [O] mat-fiz-chem (ang-niem*,fra*)","169,2","172,20","184,2"
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1CD [O] biol-chem-mat (ang-niem*,fra*)","172,2","175,49",189
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1E [O] mat-geogr-ang (ang-niem*,fra*)",170,"173,47","
laureat/ci"
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1F [O] mat-fiz-ang (ang-niem*,fra*)","172,6","175,20","
laureat/ci"
Śródmieście,LO,XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego,"1G [O] pol-hist-wos (ang-niem*,fra*)","162,2","169,67","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1a1 [O] biol-chem-ang (ang-fra*,hisz*,niem*)","180,8","186,13","
laureat/ci"
Śródmieście,LO,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,"1a2 [O] biol-chem-obcy (fra*,niem*,hisz*-ang)","177,6","180,59","
laureat/ci"
