Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1f,[O] wielozawodowa (niem),,wielozawodowa,Branżowa Szkoła I stopnia Legionowo,Targowa,73A,05-130,brak,Legionowo,Legionowo (m),legionowski,BR1St,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:,Legionowo,Powiat Legionowski,Legionowo,64,32,2,3,200.00000,nie,ogólnodostępny
1A,"[O] mat-fiz-inf (ang-fra*,niem*)","matematyka, fizyka, informatyka",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1B,"[O] pol-hist-h.szt. (ang-fra*,ros*)","język polski, historia, historia sztuki",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1C,"[O] biol-chem-ang (ang-fra*,niem*)","biologia, chemia, język angielski",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1D,"[O] geogr-ang (ang-hisz*,niem*)","geografia, język angielski",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1E,"[O] ang-mat-geogr (ang-niem*,ros*)","język angielski, matematyka, geografia",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1S,"[MS] biol-ang-wos (ang-niem*,fra*)","biologia, język angielski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,13,26,0.5,4,200.00000,tak,mistrzostwa sportowego
1SN,"[MS] biol-ang-wos (ang-niem*,fra*)","biologia, język angielski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,13,26,0.5,4,200.00000,tak,mistrzostwa sportowego
1H,"[O] hist-wos-ang (ang-fra*,ros*)","historia, wiedza o społeczeństwie, język angielski",,Liceum Ogólnokształcące im. Marii Konopnickiej,marsz. J. Piłsudskiego,26,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie,Legionowo,Powiat Legionowski,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1TL,[O] Technik logistyk (ang-niem),,Technik logistyk,Technikum Serock,Wł. Wolskiego,8,05-140,brak,Serock,Serock (M-w),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Włodzimierza Wolskiego w Serocku:,Serock,Powiat Legionowski,Legionowo,30,30,1,5,200.00000,nie,ogólnodostępny
1TŻ,[O] Technik żywienia i usług gastronomicznych (ang-ros),,Technik żywienia i usług gastronomicznych,Technikum Serock,Wł. Wolskiego,8,05-140,brak,Serock,Serock (M-w),legionowski,TECH,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Włodzimierza Wolskiego w Serocku:,Serock,Powiat Legionowski,Legionowo,30,30,1,5,200.00000,nie,ogólnodostępny
1BS,[O] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia Serock,Wł. Wolskiego,8,05-140,brak,Serock,Serock (M-w),legionowski,BR1St,szkoła publiczna,Powiatowy Zespół Szkół Ponadpodstawowych im. Włodzimierza Wolskiego w Serocku:,Serock,Powiat Legionowski,Legionowo,30,30,1,3,200.00000,nie,ogólnodostępny
1a_(biznesowa),[O] geogr-ang-mat (ang-hisz),"geografia, język angielski, matematyka",,Liceum Ogólnokształcące im. Cypriana Kamila Norwida w Radzyminie,Konstytucji 3 Maja,26,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,LO,szkoła publiczna,Liceum Ogólnoktształcące im. C. K. Norwida w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1c_(psych.-ped.),[O] hist-pol (ang-hisz),"historia, język polski",,Liceum Ogólnokształcące im. Cypriana Kamila Norwida w Radzyminie,Konstytucji 3 Maja,26,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,LO,szkoła publiczna,Liceum Ogólnoktształcące im. C. K. Norwida w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1b_(lingwistyczna),"[O] ang-pol (ang-hisz,niem)","język angielski, język polski",,Liceum Ogólnokształcące im. Cypriana Kamila Norwida w Radzyminie,Konstytucji 3 Maja,26,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,LO,szkoła publiczna,Liceum Ogólnoktształcące im. C. K. Norwida w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1e_(humanistyczna),[O] ang-pol-wos (ang-hisz),"język angielski, język polski, wiedza o społeczeństwie",,Liceum Ogólnokształcące im. Cypriana Kamila Norwida w Radzyminie,Konstytucji 3 Maja,26,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,LO,szkoła publiczna,Liceum Ogólnoktształcące im. C. K. Norwida w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1d_(bio.-chem.),"[O] biol-chem-ang (ang-hisz,niem)","biologia, chemia, język angielski",,Liceum Ogólnokształcące im. Cypriana Kamila Norwida w Radzyminie,Konstytucji 3 Maja,26,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,LO,szkoła publiczna,Liceum Ogólnoktształcące im. C. K. Norwida w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1G,[O] Technik żywienia i usług gastronomicznych (ang-niem),,Technik żywienia i usług gastronomicznych,Technikum Zawodowe w Radzyminie,Al. Jana Pawła II,18,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Techniczno-Zawodowych im. inż. Czesława Nowaka w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,16,32,0.5,5,200.00000,nie,ogólnodostępny
1T,[O] Technik architektury krajobrazu (ang-niem),,Technik architektury krajobrazu,Technikum Zawodowe w Radzyminie,Al. Jana Pawła II,18,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Techniczno-Zawodowych im. inż. Czesława Nowaka w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,46,32,1.4375,5,200.00000,nie,ogólnodostępny
1i,[O] Technik informatyk (ang-niem),,Technik informatyk,Technikum Zawodowe w Radzyminie,Al. Jana Pawła II,18,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Techniczno-Zawodowych im. inż. Czesława Nowaka w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,50,32,1.5625,5,200.00000,nie,ogólnodostępny
1K,[O] Technik usług kelnerskich (ang-niem),,Technik usług kelnerskich,Technikum Zawodowe w Radzyminie,Al. Jana Pawła II,18,05-250,brak,Radzymin,Radzymin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół Techniczno-Zawodowych im. inż. Czesława Nowaka w Radzyminie,Radzymin,Powiat Wołomiński,Wołomin,16,32,0.5,5,200.00000,nie,ogólnodostępny
1tp,[O] Technik hotelarstwa (ang-niem),,Technik hotelarstwa,Technikum w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,32,32,1,5,200.00000,nie,ogólnodostępny
1tpo,[O] Technik organizacji turystyki (ang-niem),,Technik organizacji turystyki,Technikum w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,32,32,1,5,200.00000,nie,ogólnodostępny
1tb,[O] Technik budownictwa (ang-niem),,Technik budownictwa,Technikum w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,14,28,0.5,5,200.00000,nie,ogólnodostępny
1tch,[O] Technik chłodnictwa i klimatyzacji (ang-niem),,Technik chłodnictwa i klimatyzacji,Technikum w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,14,28,0.5,5,200.00000,nie,ogólnodostępny
1pa,[O] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia z Oddziałami Integracyjnymi w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,BR1St,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,64,32,2,3,200.00000,nie,ogólnodostępny
1pbo,[I-o] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia z Oddziałami Integracyjnymi w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,BR1St,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,30,15,2,3,200.00000,nie,integracyjny cz. ogólnodostępna
1pbi,[I-i] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia z Oddziałami Integracyjnymi w Wołominie,Legionów,85,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,BR1St,szkoła publiczna,Zespół Szkół w Wołominie,Wołomin,Powiat Wołomiński,Wołomin,10,5,2,3,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
1LO,"[O] pol-ang-biol (ang-niem,ros)","język polski, język angielski, biologia",,Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,LO,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,32,32,1,4,200.00000,nie,ogólnodostępny
1TM,"[O] Technik mechanik (ang-niem,ros)",,Technik mechanik,Technikum im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,16,32,0.5,5,200.00000,nie,ogólnodostępny
1TF,"[O] Technik usług fryzjerskich (ang-niem,ros)",,Technik usług fryzjerskich,Technikum im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,16,32,0.5,5,200.00000,nie,ogólnodostępny
1TTK,"[O] Technik transportu kolejowego (ang-niem,ros)",,Technik transportu kolejowego,Technikum im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,TECH,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,32,32,1,5,200.00000,nie,ogólnodostępny
1M,[O] Mechanik pojazdów samochodowych (ang),,Mechanik pojazdów samochodowych,Branżowa Szkoła I stopnia im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,BR1St,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,16,32,0.5,3,200.00000,nie,ogólnodostępny
1aW,[O] wielozawodowa (ang),,wielozawodowa,Branżowa Szkoła I stopnia im. Krzysztofa Kamila Baczyńskiego w Tłuszczu,Radzymińska,2,05-240,brak,Tłuszcz,Tłuszcz (M-w),wołomiński,BR1St,szkoła publiczna,Zespół Szkół w Tłuszczu,Tłuszcz,Powiat Wołomiński,Wołomin,48,32,1.5,3,200.00000,nie,ogólnodostępny
1LOa,[O] geogr-hist-pol (ang-wlo),"geografia, historia, język polski",,Liceum Ogólnoksztalcące z Oddziałami Integracyjnymi w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,LO,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,30,30,1,4,200.00000,nie,ogólnodostępny
1IN,"[O] Technik informatyk (ang-niem,wlo)",,Technik informatyk,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,30,30,1,5,200.00000,nie,ogólnodostępny
1G,"[O] Technik grafiki i poligrafii cyfrowej (ang-hisz,wlo)",,Technik grafiki i poligrafii cyfrowej,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1O,[O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem),,Technik urządzeń i systemów energetyki odnawialnej,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1L,"[O] Technik elektronik (ang-niem,wlo)",,Technik elektronik,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1H,"[O] Technik hotelarstwa (ang-wlo,hisz)",,Technik hotelarstwa,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1P,"[O] Technik programista (ang-niem,wlo)",,Technik programista,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1E,[O] Technik elektryk (ang-niem),,Technik elektryk,Technikum w Zielonce,Inżynierska,1,05-220,brak,Zielonka,Zielonka (m),wołomiński,TECH,szkoła publiczna,Zespół Szkół im. Prezydenta Ignacego Mościckiego w Zielonce,Zielonka,Powiat Wołomiński,Wołomin,15,30,0.5,5,200.00000,nie,ogólnodostępny
1O,"[O] ang-pol-wos (ang*-fra*,niem*,ros*,wlo)","język angielski, język polski, wiedza o społeczeństwie",,I Liceum Ogólnokształcące im. Wacława Nałkowskiego w Wołominie,Sasina,33,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,I Liceum Ogólnokształcące  im. Wacława Nałkowskiego,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1H,"[O] hist-ang-pol (ang*-fra*,niem*,ros*,wlo)","historia, język angielski, język polski",,I Liceum Ogólnokształcące im. Wacława Nałkowskiego w Wołominie,Sasina,33,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,I Liceum Ogólnokształcące  im. Wacława Nałkowskiego,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1M,"[O] inf-ang-mat (ang*-fra*,niem*,ros*,wlo)","informatyka, język angielski, matematyka",,I Liceum Ogólnokształcące im. Wacława Nałkowskiego w Wołominie,Sasina,33,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,I Liceum Ogólnokształcące  im. Wacława Nałkowskiego,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1G,"[O] geogr-ang-mat (ang*-fra*,niem*,ros*,wlo)","geografia, język angielski, matematyka",,I Liceum Ogólnokształcące im. Wacława Nałkowskiego w Wołominie,Sasina,33,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,I Liceum Ogólnokształcące  im. Wacława Nałkowskiego,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1A,"[O] biol-chem-ang (ang-hisz*,ros*,niem*)","biologia, chemia, język angielski",,III Liceum Ogólnokształcące im. Jana Pawła II w Wołominie,Kazimierza Wielkiego,1,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,III Liceum Ogólnokształcące  im. Jana Pawła II,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1B,"[O] inf-mat-fiz (ang-hisz*,ros*,niem*)","informatyka, matematyka, fizyka",,III Liceum Ogólnokształcące im. Jana Pawła II w Wołominie,Kazimierza Wielkiego,1,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,III Liceum Ogólnokształcące  im. Jana Pawła II,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1C,"[O] geogr-ang-pol (ang-hisz*,ros*,niem*)","geografia, język angielski, język polski",,III Liceum Ogólnokształcące im. Jana Pawła II w Wołominie,Kazimierza Wielkiego,1,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,III Liceum Ogólnokształcące  im. Jana Pawła II,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1D,"[O] hist-ang-pol (ang-hisz*,ros*,niem*)","historia, język angielski, język polski",,III Liceum Ogólnokształcące im. Jana Pawła II w Wołominie,Kazimierza Wielkiego,1,05-200,brak,Wołomin,Wołomin (M-w),wołomiński,LO,szkoła publiczna,III Liceum Ogólnokształcące  im. Jana Pawła II,Wołomin,Powiat Wołomiński,Wołomin,28,28,1,4,200.00000,nie,ogólnodostępny
1A_policyjna,"[O] ang (ang-fra,niem,ros)",język angielski,,Liceum Ogólnokształcące w Komornicy,Nasielska,7,05-140,brak,Komornica,Wieliszew (w),legionowski,LO,szkoła publiczna,Zespół Szkół w Wieliszewie,Komornica,Gmina Wieliszew,Wieliszew,30,30,1,4,200.00000,nie,ogólnodostępny
1B_wojskowa,"[PW] ang (ang-fra,niem,ros)",język angielski,,Liceum Ogólnokształcące w Komornicy,Nasielska,7,05-140,brak,Komornica,Wieliszew (w),legionowski,LO,szkoła publiczna,Zespół Szkół w Wieliszewie,Komornica,Gmina Wieliszew,Wieliszew,30,30,1,4,50.00000,tak,przygotowania wojskowego
1C_pożarnicza,"[O] ang (ang-fra,niem)",język angielski,,Liceum Ogólnokształcące w Komornicy,Nasielska,7,05-140,brak,Komornica,Wieliszew (w),legionowski,LO,szkoła publiczna,Zespół Szkół w Wieliszewie,Komornica,Gmina Wieliszew,Wieliszew,30,30,1,4,200.00000,nie,ogólnodostępny
1D_prawnicza,"[O] ang (ang-fra,niem)",język angielski,,Liceum Ogólnokształcące w Komornicy,Nasielska,7,05-140,brak,Komornica,Wieliszew (w),legionowski,LO,szkoła publiczna,Zespół Szkół w Wieliszewie,Komornica,Gmina Wieliszew,Wieliszew,30,30,1,4,200.00000,nie,ogólnodostępny
1a,"[O] geogr-ang-wos (ang-niem*,fra*)","geografia, język angielski, wiedza o społeczeństwie",,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Królowej Jadwigi,11,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Legionowo,Miasto Legionowo,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1b,"[O] hist-ang-pol (ang-ros*,fra*)","historia, język angielski, język polski",,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Królowej Jadwigi,11,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Legionowo,Miasto Legionowo,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1c,"[O] biol-chem-ang (ang-ros*,niem*)","biologia, chemia, język angielski",,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Królowej Jadwigi,11,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Legionowo,Miasto Legionowo,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1d,"[O] geogr-ang-mat (ang-ros*,niem*)","geografia, język angielski, matematyka",,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Królowej Jadwigi,11,05-120,brak,Legionowo,Legionowo (m),legionowski,LO,szkoła publiczna,II Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Legionowie,Legionowo,Miasto Legionowo,Legionowo,30,30,1,4,200.00000,nie,ogólnodostępny
1TOT,[O] Technik organizacji turystyki (ang-niem),,Technik organizacji turystyki,Technikum (ZS2 ul. Długa 10),Długa,10,05-100,brak,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki (m),nowodworski,TECH,szkoła publiczna,Zespół Szkół nr 2,Nowy Dwór Mazowiecki,Miasto Nowy Dwór Mazowiecki ,Nowy Dwór Mazowiecki,30,30,1,5,200.00000,nie,ogólnodostępny
1TE,[O] Technik ekonomista (ang-niem),,Technik ekonomista,Technikum (ZS2 ul. Długa 10),Długa,10,05-100,brak,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki (m),nowodworski,TECH,szkoła publiczna,Zespół Szkół nr 2,Nowy Dwór Mazowiecki,Miasto Nowy Dwór Mazowiecki ,Nowy Dwór Mazowiecki,27,27,1,5,200.00000,nie,ogólnodostępny
1TM,[O] Technik mechatronik (ang-niem),,Technik mechatronik,Technikum (ZS2 ul. Długa 10),Długa,10,05-100,brak,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki (m),nowodworski,TECH,szkoła publiczna,Zespół Szkół nr 2,Nowy Dwór Mazowiecki,Miasto Nowy Dwór Mazowiecki ,Nowy Dwór Mazowiecki,15,15,1,5,200.00000,nie,ogólnodostępny
