Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1d,"[O] hist-pol-wos (ang-niem,ros)","historia, język polski, wiedza o społeczeństwie",,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,ul. Marynarska,6-Feb,02-674,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXV Liceum Ogólnokształcące z Odd. Integracyjnymi im. gen. Józefa Bema,Warszawa,Mokotów,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1e,"[I-o] geogr-ang (ang-wlo,hisz)","geografia, język angielski",,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,ul. Marynarska,6-Feb,02-674,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXV Liceum Ogólnokształcące z Odd. Integracyjnymi im. gen. Józefa Bema,Warszawa,Mokotów,Warszawa,15,20,0.75,4,200.00000,nie,integracyjny cz. ogólnodostępna
1ei,"[I-i] geogr-ang (ang-wlo,hisz)","geografia, język angielski",,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,ul. Marynarska,6-Feb,02-674,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXV Liceum Ogólnokształcące z Odd. Integracyjnymi im. gen. Józefa Bema,Warszawa,Mokotów,Warszawa,5,20,0.25,4,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
1bi,[I-i] biol-chem (ang-ros*),"biologia, chemia",,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,ul. Marynarska,6-Feb,02-674,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXV Liceum Ogólnokształcące z Odd. Integracyjnymi im. gen. Józefa Bema,Warszawa,Mokotów,Warszawa,5,20,0.25,4,null,nie,integracyjny cz. dla kandydatów z orzeczeniem o potrzebie kształcenia specjalnego
1A/An,[O] biol-chem-mat (ang-niem*),"biologia, chemia, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,23,30,0.766666667,4,200.00000,nie,ogólnodostępny
1A/Ah,[O] biol-chem-mat (ang-hisz*),"biologia, chemia, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,7,30,0.233333333,4,200.00000,nie,ogólnodostępny
1B/An,[O] fiz-mat (ang-niem*),"fizyka, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1B/Ah,[O] fiz-mat (ang-hisz*),"fizyka, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1C/An,[O] geogr-hist-mat (ang-niem*),"geografia, historia, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,23,30,0.766666667,4,200.00000,nie,ogólnodostępny
1C/Ah,[O] geogr-hist-mat (ang-hisz*),"geografia, historia, matematyka",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,7,30,0.233333333,4,200.00000,nie,ogólnodostępny
1D/An,[O] hist-pol-wos (ang-niem*),"historia, język polski, wiedza o społeczeństwie",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,22,30,0.733333333,4,200.00000,nie,ogólnodostępny
1D/Ah,[O] hist-pol-wos (ang-hisz*),"historia, język polski, wiedza o społeczeństwie",,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,ul. Hoża,15-Nov,00-528,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,Warszawa,Śródmieście,Warszawa,8,30,0.266666667,4,200.00000,nie,ogólnodostępny
1t,"[O] biol-chem-ang (ang-hisz*,niem*)","biologia, chemia, język angielski",,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,ul. Ludwika Narbutta,31,02-536,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,Warszawa,Mokotów,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1u,"[O] geogr-ang-wos (ang-hisz*,niem*)","geografia, język angielski, wiedza o społeczeństwie",,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,ul. Ludwika Narbutta,31,02-536,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,Warszawa,Mokotów,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1w,"[O] hist-ang-pol (ang-hisz*,niem*)","historia, język angielski, język polski",,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,ul. Ludwika Narbutta,31,02-536,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego,Warszawa,Mokotów,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1A1,[O] pol-hist-wos (ang-wlo),"język polski, historia, wiedza o społeczeństwie",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1A2,[O] pol-hist-wos (ang-fra),"język polski, historia, wiedza o społeczeństwie",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1B1,[O] fiz-ang-mat (ang-niem),"fizyka, język angielski, matematyka",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1B2,[O] fiz-ang-mat (ang-hisz),"fizyka, język angielski, matematyka",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1C1,[O] mat-geogr-niem (ang-niem),"matematyka, geografia, język niemiecki",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1C2,[O] mat-geogr-hiszp (ang-hisz),"matematyka, geografia, język hiszpański",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1D1,[O] mat-geogr-ang (ang-niem),"matematyka, geografia, język angielski",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1D2,[O] geogr-ang-mat (ang-fra),"geografia, język angielski, matematyka",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1.00E+01,[O] biol-chem-mat (ang-niem),"biologia, chemia, matematyka",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1.00E+02,[O] biol-chem-mat (ang-niem),"biologia, chemia, matematyka",,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,ul. Edwarda Dembowskiego,1,02-784,Ursynów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego,Warszawa,Ursynów,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1a-h,[O] hist-ang-pol (ang-hisz*),"historia, język angielski, język polski",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1a-n,[O] hist-ang-pol (ang-niem*),"historia, język angielski, język polski",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1b-h,[O] geogr-ang-wos (ang-hisz*),"geografia, język angielski, wiedza o społeczeństwie",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1b-n,[O] geogr-ang-wos (ang-niem*),"geografia, język angielski, wiedza o społeczeństwie",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1c-r,[O] geogr-ang-mat (ang-ros*),"geografia, język angielski, matematyka",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1d-r,[O] biol-chem-ang (ang-ros*),"biologia, chemia, język angielski",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1d-n,[O] biol-chem-ang (ang-niem*),"biologia, chemia, język angielski",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1c-n,[O] geogr-ang-mat (ang-niem*),"geografia, język angielski, matematyka",,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,ul. Grochowska,346/348,03-838,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego,Warszawa,Praga Południe,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1L,"[O] geogr-ang-pol (ang-hisz*,niem*)","geografia, język angielski, język polski",,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,ul. Kowelska,1,03-432,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1P,"[O] hist-ang-wos (ang-hisz*,niem*)","historia, język angielski, wiedza o społeczeństwie",,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,ul. Kowelska,1,03-432,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1M,"[O] biol-chem-ang (ang-hisz*,niem*)","biologia, chemia, język angielski",,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,ul. Kowelska,1,03-432,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1B,"[O] ang-inf-wos (ang-hisz*,niem*)","język angielski, informatyka, wiedza o społeczeństwie",,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,ul. Kowelska,1,03-432,Praga-Północ,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego,Warszawa,Praga Północ,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1A,[O] geogr-ang-wos (ang-hisz),"geografia, język angielski, wiedza o społeczeństwie",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1C,[O] biol-ang-mat (ang-niem),"biologia, język angielski, matematyka",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1Bf,[O] fiz-ang-mat (ang-niem),"fizyka, język angielski, matematyka",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1Dn,[O] geogr-ang-niem (ang-niem),"geografia, język angielski, język niemiecki",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1Dh,[O] geogr-ang-hiszp (ang-hisz),"geografia, język angielski, język hiszpański",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1E,[O] hist-ang-pol (ang-hisz),"historia, język angielski, język polski",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1Bg,[O] geogr-ang-mat (ang-niem),"geografia, język angielski, matematyka",,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,ul. Anieli Krzywoń,3,01-391,Bemowo,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej,Warszawa,Bemowo,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1A,"[O] hist-h.szt.-pol (ang-niem*,hisz*,fra,ros)","historia, historia sztuki, język polski",,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,ul. Miła,7,00-180,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1B,"[O] geogr-hiszp-wos (ang-niem*,fra,ros)","geografia, język hiszpański, wiedza o społeczeństwie",,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,ul. Miła,7,00-180,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1C,"[O] fiz-ang-mat (ang-niem*,hisz*,fra,ros)","fizyka, język angielski, matematyka",,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,ul. Miła,7,00-180,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1D,"[O] biol-chem-mat (ang-niem*,hisz*,fra,ros)","biologia, chemia, matematyka",,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,ul. Miła,7,00-180,Śródmieście,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry,Warszawa,Śródmieście,Warszawa,31,31,1,4,200.00000,nie,ogólnodostępny
1A,"[O] pol-wos-ang (ang-hisz*,fra*)","język polski, wiedza o społeczeństwie, język angielski",,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",ul. Kajetana Garbińskiego,1,01-122,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1B,"[O] fiz-ang-mat (ang-niem*,hisz*)","fizyka, język angielski, matematyka",,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",ul. Kajetana Garbińskiego,1,01-122,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1C,"[O] geogr-ang-mat (ang-hisz*,niem*)","geografia, język angielski, matematyka",,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",ul. Kajetana Garbińskiego,1,01-122,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1D,"[O] biol-chem-ang (ang-ros*,hisz*)","biologia, chemia, język angielski",,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",ul. Kajetana Garbińskiego,1,01-122,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""",Warszawa,Wola,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1B,"[O] fiz-ang-mat (ang-fra*,hisz*,niem*,ros*)","fizyka, język angielski, matematyka",,XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta,ul. Fundamentowa,38/42,04-036,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Zbigniewa Herberta,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1A,"[O] hist-ang-pol (ang-fra*,hisz*,niem*,ros*)","historia, język angielski, język polski",,XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta,ul. Fundamentowa,38/42,04-036,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Zbigniewa Herberta,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D1,"[O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros*)","geografia, język angielski, matematyka",,XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta,ul. Fundamentowa,38/42,04-036,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Zbigniewa Herberta,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D2,"[O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros*)","geografia, język angielski, matematyka",,XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta,ul. Fundamentowa,38/42,04-036,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Zbigniewa Herberta,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1F,"[O] biol-chem-mat (ang-fra*,hisz*,niem*,ros*)","biologia, chemia, matematyka",,XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta,ul. Fundamentowa,38/42,04-036,Praga-Południe,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Zbigniewa Herberta,Warszawa,Praga Południe,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1aF,[O] hist-pol-wos (ang-fra),"historia, język polski, wiedza o społeczeństwie",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1aN,[O] hist-pol-wos (ang-niem),"historia, język polski, wiedza o społeczeństwie",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1bF,[O] ang-pol-wos (ang-fra),"język angielski, język polski, wiedza o społeczeństwie",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1bN,[O] ang-pol-wos (ang-niem),"język angielski, język polski, wiedza o społeczeństwie",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1cF,[O] biol-chem-mat (ang-fra),"biologia, chemia, matematyka",,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,ul. Złota,58,00-821,Wola,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXIX Liceum Ogólnokształcące im. Jacka Kuronia,Warszawa,Wola,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
