Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
2382;1c-RatPolaWalki;[O] biol-chem-ang (ang-niem,ros);biologia, chemia, język angielski;;;219;15226333;Liceum Ogólnokształacące im. I. J. Paderewskiego ;I. J. Paderewskiego ;29;05-070;brak;Sulejówek;921668;Sulejówek (m);1412151;miński;1412;MAZOWIECKIE;14;LO;szkoła publiczna;154;Zespół Szkół Ponadpodstawowych im. I J Paderewskiego;Sulejówek;28;Miasto Sulejówek;Sulejówek;30;30;1;4;200.00000;nie;ogólnodostępny;28;0;28;0;0;28;0;0;3;3;0;0;3;0;0;0;0;0;0;5;0
2385;1d-Biznesowy;[O] mat-geogr-ang (ang-niem,ros);matematyka, geografia, język angielski;;;219;15226333;Liceum Ogólnokształacące im. I. J. Paderewskiego ;I. J. Paderewskiego ;29;05-070;brak;Sulejówek;921668;Sulejówek (m);1412151;miński;1412;MAZOWIECKIE;14;LO;szkoła publiczna;154;Zespół Szkół Ponadpodstawowych im. I J Paderewskiego;Sulejówek;28;Miasto Sulejówek;Sulejówek;30;30;1;4;200.00000;nie;ogólnodostępny;78;1;76;2;0;76;2;0;10;9;1;0;8;2;0;0;0;0;0;12;16
3439;1la/1lb;[O] ang-mat-inf (ang-hisz,niem,ros*);język angielski, matematyka, informatyka;;;138;15228823;LXXX Liceum Ogólnokształcące im. Leopolda Staffa;ul. Wiśniowa;56;02-520;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;111;Zespół Szkół Licealnych i Technicznych nr 1;Warszawa;4;Mokotów;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;626;13;618;8;0;615;11;0;35;35;0;0;35;0;0;0;0;0;74;64;59
3450;1ta;[D] Technik informatyk (ang-niem,hisz,ros*);;Technik informatyk;351203;139;15228846;Technikum Mechatroniczne nr 1;ul. Wiśniowa;56;02-520;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;111;Zespół Szkół Licealnych i Technicznych nr 1;Warszawa;4;Mokotów;Warszawa;32;32;1;5;225.65000;tak;dwujęzyczny;129;4;129;0;0;129;0;0;31;31;0;0;31;0;0;0;0;0;11;32;32
3459;1tb;[O] Technik informatyk (ang-niem,hisz,ros*);;Technik informatyk;351203;139;15228846;Technikum Mechatroniczne nr 1;ul. Wiśniowa;56;02-520;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;111;Zespół Szkół Licealnych i Technicznych nr 1;Warszawa;4;Mokotów;Warszawa;32;32;1;5;200.00000;nie;ogólnodostępny;632;13;623;9;0;620;12;0;100;96;4;0;94;6;0;0;0;0;242;32;32
3471;1tc;[O] Technik programista (ang-niem,hisz,ros*);;Technik programista;351406;139;15228846;Technikum Mechatroniczne nr 1;ul. Wiśniowa;56;02-520;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;111;Zespół Szkół Licealnych i Technicznych nr 1;Warszawa;4;Mokotów;Warszawa;32;32;1;5;200.00000;nie;ogólnodostępny;663;15;658;5;0;652;11;0;165;163;2;0;161;4;0;0;0;0;285;32;32
3476;1tm1/1tm2;[O] Technik mechatronik (ang-niem,hisz,ros*);;Technik mechatronik;311410;139;15228846;Technikum Mechatroniczne nr 1;ul. Wiśniowa;56;02-520;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;111;Zespół Szkół Licealnych i Technicznych nr 1;Warszawa;4;Mokotów;Warszawa;64;32;2;5;200.00000;nie;ogólnodostępny;440;16;435;5;0;433;7;0;116;113;3;0;113;3;0;0;0;0;133;64;64
5647;1An;[O] geogr-wos-ang (ang-niem);geografia, wiedza o społeczeństwie, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;306;2;300;6;0;301;5;0;24;24;0;0;24;0;0;0;0;0;56;32;29
5655;1Ah;[O] geogr-wos-ang (ang-hisz);geografia, wiedza o społeczeństwie, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;516;9;508;8;0;510;6;0;62;62;0;0;62;0;0;0;0;0;129;32;26
5668;1Cn;[O] biol-chem-ang (ang-niem);biologia, chemia, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;194;0;190;4;0;190;4;0;15;15;0;0;15;0;0;0;0;0;36;16;13
5673;1Ch;[O] biol-chem-ang (ang-hisz);biologia, chemia, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;267;2;261;6;0;261;6;0;27;27;0;0;27;0;0;0;0;0;58;16;10
5691;1Bf;[O] mat-ang-fiz (ang-niem,hisz);matematyka, język angielski, fizyka;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;249;8;246;3;0;246;3;0;15;15;0;0;15;0;0;0;0;0;22;16;14
5778;1Dn;[O] ang-niem-geogr (ang-niem);język angielski, język niemiecki, geografia;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;165;2;162;3;0;162;3;0;12;11;1;0;11;1;0;1;0;1;24;15;12
5783;1Dh;[O] ang-hiszp-geogr (ang-hisz);język angielski, język hiszpański, geografia;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;282;5;277;5;0;277;5;0;27;25;2;0;25;2;0;0;0;0;48;16;14
5793;1En;[O] pol-hist-ang (ang-niem);język polski, historia, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;285;2;279;6;0;279;6;0;27;25;2;0;25;2;0;0;0;0;54;16;12
5797;1Eh;[O] pol-hist-ang (ang-hisz);język polski, historia, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;390;4;385;5;0;384;6;0;32;32;0;0;32;0;0;1;1;0;100;15;14
5809;1Bg;[O] mat-geogr-ang (ang-hisz,niem);matematyka, geografia, język angielski;;;41;15289776;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;ul. Anieli Krzywoń;3;01-391;Bemowo;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;41;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;Warszawa;1;Bemowo;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;391;3;389;2;0;389;2;0;23;23;0;0;23;0;0;0;0;0;46;16;13
4499;1t;[O] ang-biol-chem (ang-hisz*,niem*);język angielski, biologia, chemia;;;37;15452035;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;ul. Ludwika Narbutta;31;02-536;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;37;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;Warszawa;4;Mokotów;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;367;4;361;6;0;361;6;0;6;6;0;0;6;0;0;5;5;0;6;27;20
4592;1u;[O] ang-geogr-wos (ang-hisz*,niem*);język angielski, geografia, wiedza o społeczeństwie;;;37;15452035;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;ul. Ludwika Narbutta;31;02-536;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;37;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;Warszawa;4;Mokotów;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;688;12;678;10;0;678;10;0;19;18;1;0;19;0;0;5;5;0;63;59;60
4632;1w;[O] ang-pol-hist (ang-hisz*,niem*);język angielski, język polski, historia;;;37;15452035;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;ul. Ludwika Narbutta;31;02-536;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;37;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;Warszawa;4;Mokotów;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;535;5;530;5;0;530;5;0;11;10;1;0;10;1;0;3;3;0;39;61;58
5910;1a;[O] Technik telekomunikacji (ang-niem*);;Technik telekomunikacji;352203;87;15496529;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;30;30;1;5;200.00000;nie;ogólnodostępny;147;5;145;2;0;145;2;0;10;9;1;0;9;1;0;3;3;0;9;22;22
5912;1b;[O] Technik informatyk (ang-niem*);;Technik informatyk;351203;87;15496529;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;30;30;1;5;200.00000;nie;ogólnodostępny;536;13;529;6;1;528;7;1;75;73;1;1;73;1;1;0;0;0;139;30;28
5917;1c;[O] Technik programista (ang-niem*);;Technik programista;351406;87;15496529;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;30;30;1;5;200.00000;nie;ogólnodostępny;427;9;422;5;0;421;6;0;54;53;1;0;53;1;0;0;0;0;109;29;29
5921;1d;[O] Technik teleinformatyk (ang-niem*);;Technik teleinformatyk;351103;87;15496529;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;30;30;1;5;200.00000;nie;ogólnodostępny;249;9;245;4;0;245;4;0;17;17;0;0;17;0;0;0;0;0;33;30;30
5925;1e;[O] Technik szerokopasmowej komunikacji elektronicznej (ang-niem*);;Technik szerokopasmowej komunikacji elektronicznej;311412;87;15496529;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;TECH;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;32;32;1;5;200.00000;nie;ogólnodostępny;114;5;112;2;0;112;2;0;4;4;0;0;4;0;0;2;2;0;0;20;21
5931;1LOa;[O] pol-hist (ang-fra);język polski, historia;;;88;15496601;XCVI Liceum Ogólnokształcące im. Agnieszki Osieckiej;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;278;4;273;5;0;275;3;0;22;22;0;0;22;0;0;1;1;0;37;29;28
5935;1LOi;[O] mat-inf-ang (ang-niem*);matematyka, informatyka, język angielski;;;88;15496601;XCVI Liceum Ogólnokształcące im. Agnieszki Osieckiej;Aleja Stanów Zjednoczonych;24;03-964;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;72;Zespół Szkół Łączności;Warszawa;6;Praga Południe;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;271;4;265;6;0;263;8;0;15;15;0;0;15;0;0;4;4;0;15;27;25
5954;1A;[O] Fryzjer (ang);;Fryzjer;514101;70;15500320;Branżowa Szkoła I stopnia nr 31;ul. Rzymowskiego;38;02-697;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;64;Zespół Szkół nr 27;Warszawa;4;Mokotów;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;101;6;93;4;4;90;7;4;23;17;2;4;17;2;4;6;6;0;5;23;30
5958;1Aw;[O] wielozawodowa (ang,ros);;wielozawodowa;;70;15500320;Branżowa Szkoła I stopnia nr 31;ul. Rzymowskiego;38;02-697;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;64;Zespół Szkół nr 27;Warszawa;4;Mokotów;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;154;11;138;15;1;132;21;1;51;41;9;1;36;14;1;23;23;0;47;3;30
5963;1Bw;[O] wielozawodowa (ang,ros);;wielozawodowa;;70;15500320;Branżowa Szkoła I stopnia nr 31;ul. Rzymowskiego;38;02-697;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;64;Zespół Szkół nr 27;Warszawa;4;Mokotów;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;62;5;59;1;2;54;6;2;13;11;0;2;10;1;2;0;0;0;3;18;30
5968;1Cw;[O] wielozawodowa (ang,ros);;wielozawodowa;;70;15500320;Branżowa Szkoła I stopnia nr 31;ul. Rzymowskiego;38;02-697;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;64;Zespół Szkół nr 27;Warszawa;4;Mokotów;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;64;4;53;1;10;51;3;10;11;1;0;10;1;0;10;0;0;0;11;5;30
5970;1Dw;[O] wielozawodowa (ang,ros);;wielozawodowa;;70;15500320;Branżowa Szkoła I stopnia nr 31;ul. Rzymowskiego;38;02-697;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;BR1St;szkoła publiczna;64;Zespół Szkół nr 27;Warszawa;4;Mokotów;Warszawa;30;30;1;3;200.00000;nie;ogólnodostępny;42;3;41;1;0;39;3;0;2;2;0;0;2;0;0;0;0;0;1;3;0
950;1A;[O] mat-fiz-inf (ang-fra*,niem*);matematyka, fizyka, informatyka;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;194;3;194;0;0;194;0;0;22;22;0;0;22;0;0;0;0;0;15;30;29
962;1B;[O] pol-hist-h.szt. (ang-fra*,ros*);język polski, historia, historia sztuki;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;168;1;168;0;0;168;0;0;27;27;0;0;27;0;0;1;0;1;39;29;28
967;1C;[O] biol-chem-ang (ang-fra*,niem*);biologia, chemia, język angielski;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;192;2;192;0;0;192;0;0;34;34;0;0;34;0;0;0;0;0;27;30;29
990;1D;[O] ang-geogr (ang-hisz*,fra*);język angielski, geografia;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;284;2;282;2;0;280;4;0;67;65;2;0;65;2;0;0;0;0;81;30;30
1103;1E;[O] ang-mat-geogr (ang-niem*,ros*);język angielski, matematyka, geografia;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;226;3;226;0;0;225;1;0;31;31;0;0;31;0;0;0;0;0;32;30;30
1402;1I;[O] inf-mat-fiz (ang-niem*,ros*);informatyka, matematyka, fizyka;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;195;2;195;0;0;195;0;0;22;22;0;0;22;0;0;0;0;0;21;30;28
1440;1S;[MS] ang-biol-wos (ang-niem*,fra*);język angielski, biologia, wiedza o społeczeństwie;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;14;28;0.5;4;200.00000;tak;mistrzostwa sportowego;32;0;32;0;0;32;0;0;9;9;0;0;9;0;0;0;0;0;0;9;10
1444;1SN;[MS] ang-biol-wos (ang-niem*,fra*);język angielski, biologia, wiedza o społeczeństwie;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;14;28;0.5;4;200.00000;tak;mistrzostwa sportowego;30;0;30;0;0;30;0;0;17;17;0;0;17;0;0;0;0;0;1;14;14
6029;1H;[O] hist-wos-ang (ang-fra*,ros*);historia, wiedza o społeczeństwie, język angielski;;;180;15505004;Liceum Ogólnokształcące im. Marii Konopnickiej;marsz. J. Piłsudskiego;26;05-120;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;LO;szkoła publiczna;136;Liceum Ogólnokształcące  im. Marii Konopnickiej w Legionowie;Legionowo;21;Powiat Legionowski;Legionowo;30;30;1;4;200.00000;nie;ogólnodostępny;225;5;224;1;0;224;1;0;33;33;0;0;33;0;0;0;0;0;52;30;29
2035;1f;[O] wielozawodowa (niem);;wielozawodowa;;179;15507032;Branżowa Szkoła I stopnia Legionowo;Targowa;73A;05-130;brak;Legionowo;920806;Legionowo (m);1408011;legionowski;1408;MAZOWIECKIE;14;BR1St;szkoła publiczna;137;Powiatowy Zespół Szkół Ponadpodstawowych im. Jerzego Siwińskiego w Legionowie:;Legionowo;21;Powiat Legionowski;Legionowo;64;32;2;3;200.00000;nie;ogólnodostępny;85;4;81;4;0;78;7;0;24;24;0;0;23;1;0;11;0;11;0;40;44
5509;1A;[O] hist-ang (ang-niem);historia, język angielski;;;275;15517800;Liceum Ogólnokształcące im. Szarych Szeregów;Szarych Szeregów;8;05-555;brak;Tarczyn;9478;Tarczyn (M-w);1418064;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;192;Liceum Ogólnokształcące im. Szarych Szeregów;Tarczyn;19;Powiat Piaseczyński;Piaseczno;24;24;1;4;200.00000;nie;ogólnodostępny;33;2;33;0;0;31;2;0;18;18;0;0;16;2;0;0;0;0;0;19;0
5513;1B;[O] geogr-ang-wos (ang-niem);geografia, język angielski, wiedza o społeczeństwie;;;275;15517800;Liceum Ogólnokształcące im. Szarych Szeregów;Szarych Szeregów;8;05-555;brak;Tarczyn;9478;Tarczyn (M-w);1418064;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;192;Liceum Ogólnokształcące im. Szarych Szeregów;Tarczyn;19;Powiat Piaseczyński;Piaseczno;0;24;0;4;200.00000;nie;ogólnodostępny;31;1;30;1;0;29;2;0;4;4;0;0;4;0;0;0;0;0;7;0;0
5518;1C;[O] biol-chem (ang-niem);biologia, chemia;;;275;15517800;Liceum Ogólnokształcące im. Szarych Szeregów;Szarych Szeregów;8;05-555;brak;Tarczyn;9478;Tarczyn (M-w);1418064;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;192;Liceum Ogólnokształcące im. Szarych Szeregów;Tarczyn;19;Powiat Piaseczyński;Piaseczno;24;24;1;4;200.00000;nie;ogólnodostępny;22;0;22;0;0;22;0;0;11;11;0;0;11;0;0;0;0;0;0;14;0
5523;1D;[O] hist-pol-ang (ang-niem);historia, język polski, język angielski;;;275;15517800;Liceum Ogólnokształcące im. Szarych Szeregów;Szarych Szeregów;8;05-555;brak;Tarczyn;9478;Tarczyn (M-w);1418064;piaseczyński;1418;MAZOWIECKIE;14;LO;szkoła publiczna;192;Liceum Ogólnokształcące im. Szarych Szeregów;Tarczyn;19;Powiat Piaseczyński;Piaseczno;24;24;1;4;200.00000;nie;ogólnodostępny;22;1;22;0;0;20;2;0;6;6;0;0;4;2;0;0;0;0;0;6;0
