Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
4932;1D-mat-fiz-chem;[O] mat-fiz-chem (ang-fra*,niem*,ros*);matematyka, fizyka, chemia;;;12;799078;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;ul. Zbaraska;1;04-014;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;12;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;Warszawa;6;Praga Południe;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;183;1;180;3;0;180;3;0;8;8;0;0;8;0;0;0;0;0;25;16;13
4957;1Dmat-fiz-ang;[O] mat-fiz-ang (ang-fra*,niem*,ros*);matematyka, fizyka, język angielski;;;12;799078;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;ul. Zbaraska;1;04-014;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;12;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;Warszawa;6;Praga Południe;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;452;2;446;6;0;446;6;0;45;45;0;0;45;0;0;0;0;0;104;15;15
5124;1A;[O] geogr-wos-ang (ang-fra*);geografia, wiedza o społeczeństwie, język angielski;;;15;799084;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;ul. Naddnieprzańska;2-Apr;04-205;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;15;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;Warszawa;6;Praga Południe;Warszawa;68;34;2;4;200.00000;nie;ogólnodostępny;444;6;440;2;2;438;4;2;31;29;0;2;29;0;2;5;5;0;31;62;63
5129;1B;[O] ang-geogr-mat (ang-hisz*);język angielski, geografia, matematyka;;;15;799084;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;ul. Naddnieprzańska;2-Apr;04-205;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;15;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;Warszawa;6;Praga Południe;Warszawa;34;34;1;4;200.00000;nie;ogólnodostępny;359;1;352;6;1;351;7;1;16;14;1;1;14;1;1;4;4;0;28;28;27
5139;1C;[O] ang-biol-chem (ang-niem*);język angielski, biologia, chemia;;;15;799084;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;ul. Naddnieprzańska;2-Apr;04-205;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;15;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;Warszawa;6;Praga Południe;Warszawa;34;34;1;4;200.00000;nie;ogólnodostępny;218;4;209;5;4;210;4;4;16;11;1;4;11;1;4;5;5;0;15;28;26
4366;1a;[O] geogr-mat-ang (ang-niem*,ros*,hisz*);geografia, matematyka, język angielski;;;17;799090;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;ul. Halna;20;04-961;Wawer;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;17;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;Warszawa;13;Wawer;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;323;1;311;12;0;311;12;0;56;55;1;0;54;2;0;0;0;0;70;32;30
4454;1b;[O] biol-chem-ang (ang-niem*,hisz*,ros*);biologia, chemia, język angielski;;;17;799090;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;ul. Halna;20;04-961;Wawer;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;17;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;Warszawa;13;Wawer;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;238;3;233;5;0;233;5;0;39;39;0;0;39;0;0;0;0;0;44;32;27
4467;1c;[O] pol-hist-ang (ang-niem*,hisz*,ros*);język polski, historia, język angielski;;;17;799090;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;ul. Halna;20;04-961;Wawer;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;17;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;Warszawa;13;Wawer;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;289;6;282;7;0;283;6;0;54;52;2;0;52;2;0;1;0;1;75;31;29
4599;1d;[O] geogr-wos-ang (ang-niem*,hisz*,ros*);geografia, wiedza o społeczeństwie, język angielski;;;17;799090;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;ul. Halna;20;04-961;Wawer;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;17;XXV Liceum Ogólnokształcące im. Józefa Wybickiego;Warszawa;13;Wawer;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;388;5;379;9;0;378;10;0;65;64;1;0;64;1;0;3;0;3;107;29;27
2544;1A;[O] mat-inf-fiz (ang-niem*);matematyka, informatyka, fizyka;;;32;799115;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;ul. Kadrowa;9;04-421;Rembertów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;32;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;Warszawa;8;Rembertów;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;186;2;178;8;0;176;10;0;24;24;0;0;24;0;0;3;3;0;10;26;25
2556;1B;[O] biol-chem-ang (ang-niem*,hisz*);biologia, chemia, język angielski;;;32;799115;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;ul. Kadrowa;9;04-421;Rembertów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;32;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;Warszawa;8;Rembertów;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;139;1;132;7;0;133;6;0;13;12;1;0;12;1;0;1;1;0;0;25;20
2561;1C;[O] geogr-wos-ang (ang-niem*,hisz*);geografia, wiedza o społeczeństwie, język angielski;;;32;799115;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;ul. Kadrowa;9;04-421;Rembertów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;32;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;Warszawa;8;Rembertów;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;270;3;264;6;0;264;6;0;29;28;1;0;29;0;0;3;3;0;30;27;22
2562;1D;[O] pol-hist-wos (ang-hisz*,ros);język polski, historia, wiedza o społeczeństwie;;;32;799115;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;ul. Kadrowa;9;04-421;Rembertów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;32;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;Warszawa;8;Rembertów;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;196;1;191;5;0;191;5;0;32;30;2;0;30;2;0;13;13;0;33;14;24
4804;1A;[O] mat-fiz-inf (ang-hisz*,niem*,ros*);matematyka, fizyka, informatyka;;;29;799121;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;ul. Międzyborska;64/70;04-010;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;29;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;Warszawa;6;Praga Południe;Warszawa;34;34;1;4;200.00000;nie;ogólnodostępny;472;7;463;7;2;461;9;2;19;17;0;2;17;0;2;2;2;0;41;32;29
4822;1B;[O] mat-geogr-ang (ang-hisz*,niem*,ros*);matematyka, geografia, język angielski;;;29;799121;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;ul. Międzyborska;64/70;04-010;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;29;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;Warszawa;6;Praga Południe;Warszawa;34;34;1;4;200.00000;nie;ogólnodostępny;610;2;601;9;0;601;9;0;31;30;1;0;30;1;0;0;0;0;117;34;32
4847;1C;[O] biol-chem-ang (ang-hisz*,niem*,ros*);biologia, chemia, język angielski;;;29;799121;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;ul. Międzyborska;64/70;04-010;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;29;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;Warszawa;6;Praga Południe;Warszawa;34;34;1;4;200.00000;nie;ogólnodostępny;447;4;439;8;0;441;6;0;28;27;1;0;28;0;0;0;0;0;61;34;28
4872;1E;[O] pol-wos-ang (ang-hisz*,niem*,ros*);język polski, wiedza o społeczeństwie, język angielski;;;29;799121;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;ul. Międzyborska;64/70;04-010;Praga-Południe;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;29;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;Warszawa;6;Praga Południe;Warszawa;68;34;2;4;200.00000;nie;ogólnodostępny;600;4;596;4;0;596;4;0;39;39;0;0;39;0;0;0;0;0;84;67;64
3686;0A;[DW] (fra-ang);;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;32;32;1;5;213.00000;tak;wstępny;71;3;71;0;0;70;1;0;22;22;0;0;21;1;0;0;0;0;0;29;29
3691;1B;[O] mat-geogr-ang (ang-fra,hisz);matematyka, geografia, język angielski;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;720;4;715;5;0;714;6;0;60;60;0;0;60;0;0;1;1;0;148;31;32
3696;1C;[O] hist-geogr-wos (ang-fra);historia, geografia, wiedza o społeczeństwie;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;376;6;373;3;0;371;5;0;27;27;0;0;27;0;0;2;2;0;73;30;32
3701;1D.1;[D] biol-mat-geogr (fra-ang);biologia, matematyka, geografia;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;14;14;1;4;205.20000;tak;dwujęzyczny;29;0;29;0;0;29;0;0;5;5;0;0;5;0;0;1;1;0;0;12;13
3706;1E;[O] biol-chem-mat (ang-fra);biologia, chemia, matematyka;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;347;1;344;3;0;344;3;0;17;17;0;0;17;0;0;1;1;0;62;31;31
3712;1F.d;[D] hist-geogr-wos (fra-ang);historia, geografia, wiedza o społeczeństwie;;;100;799144;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;ul. ks. Jerzego Popiełuszki;5;01-756;Żoliborz;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;80;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej;Warszawa;18;Żoliborz;Warszawa;18;18;1;4;205.20000;tak;dwujęzyczny;34;0;34;0;0;34;0;0;5;5;0;0;5;0;0;0;0;0;0;8;11
4619;1a;[O] mat-fiz (ang-niem*);matematyka, fizyka;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;62;31;2;4;200.00000;nie;ogólnodostępny;512;4;511;1;0;511;1;0;47;47;0;0;47;0;0;1;1;0;85;59;59
4637;1b;[D] mat-geogr (ang-niem*);matematyka, geografia;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;32;32;1;4;225.65000;tak;dwujęzyczny;164;1;164;0;0;163;1;0;27;27;0;0;27;0;0;0;0;0;14;32;31
4664;1c;[O] biol-chem-mat (ang-hisz*);biologia, chemia, matematyka;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;443;4;440;3;0;440;3;0;45;45;0;0;45;0;0;0;0;0;125;30;30
4689;1df;[O] fiz-mat (ang-niem*);fizyka, matematyka;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;15;31;0.4838709677;4;200.00000;nie;ogólnodostępny;329;2;328;1;0;328;1;0;8;8;0;0;8;0;0;0;0;0;57;15;13
4699;1db;[O] biol-mat (ang-niem*);biologia, matematyka;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;16;31;0.5161290323;4;200.00000;nie;ogólnodostępny;267;2;261;6;0;259;8;0;34;32;2;0;32;2;0;1;0;1;68;15;16
5061;1e;[O] hist-pol-filoz (ang-fra*);historia, język polski, filozofia;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;284;5;280;4;0;277;7;0;26;26;0;0;25;1;0;1;1;0;67;29;30
5066;1f;[D] pol-hist-hiszp (ang-hisz);język polski, historia, język hiszpański;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;0;30;0;4;225.65000;tak;dwujęzyczny;86;3;84;2;0;84;2;0;12;12;0;0;12;0;0;0;0;0;17;0;0
5071;1p;[O] hist-wos (ang-fra*);historia, wiedza o społeczeństwie;;;116;799167;XLI Liceum Ogólnokształcące im. Joachima Lelewela;ul. Kiwerska;3;01-682;Bielany;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;96;XLI Liceum Ogólnokształcące im. Joachima Lelewela;Warszawa;3;Bielany;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;335;5;333;2;0;332;3;0;49;48;1;0;48;1;0;0;0;0;95;30;30
2924;1A;[O] pol-hist-hiszp (hisz*-ang);język polski, historia, język hiszpański;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;319;2;315;4;0;315;4;0;22;22;0;0;22;0;0;0;0;0;59;30;27
2925;1B;[O] pol-hist-wos (ang-fra*);język polski, historia, wiedza o społeczeństwie;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;447;3;444;3;0;443;4;0;37;37;0;0;37;0;0;1;1;0;92;29;25
2927;1C;[O] geogr-mat-ang (ang-hisz*);geografia, matematyka, język angielski;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;739;2;736;3;0;736;3;0;43;43;0;0;43;0;0;0;0;0;125;30;29
2932;1D;[O] mat-inf-fiz (ang-ros*);matematyka, informatyka, fizyka;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;307;12;304;3;0;301;6;0;19;18;1;0;17;2;0;0;0;0;23;30;28
2949;1E;[O] mat-fiz-inf (ang-niem*);matematyka, fizyka, informatyka;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;476;14;474;2;0;472;4;0;17;17;0;0;17;0;0;1;1;0;42;29;26
2953;1F;[O] biol-chem-mat (ang-niem*);biologia, chemia, matematyka;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;303;4;300;3;0;301;2;0;10;10;0;0;10;0;0;2;2;0;28;28;25
2958;1G;[O] biol-chem-ang (ang-niem*);biologia, chemia, język angielski;;;2;799173;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;ul. Rogalińska;2;01-206;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;2;III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego;Warszawa;17;Wola;Warszawa;30;30;1;4;200.00000;nie;ogólnodostępny;383;6;381;2;0;382;1;0;21;21;0;0;21;0;0;0;0;0;45;30;24
2724;1An;[O] ang-niem-hist (ang-niem);język angielski, język niemiecki, historia;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;17;33;0.5151515152;4;200.00000;nie;ogólnodostępny;110;2;110;0;0;110;0;0;7;7;0;0;7;0;0;0;0;0;5;17;13
2734;1Af;[O] ang-franc-hist (ang-fra);język angielski, język francuski, historia;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;16;33;0.4848484848;4;200.00000;nie;ogólnodostępny;101;1;101;0;0;101;0;0;2;2;0;0;2;0;0;0;0;0;5;16;12
2744;1Bn;[O] pol-hist-wos (ang-niem);język polski, historia, wiedza o społeczeństwie;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;17;33;0.5151515152;4;200.00000;nie;ogólnodostępny;240;1;239;1;0;238;2;0;10;10;0;0;10;0;0;0;0;0;35;17;16
2750;1Bf;[O] pol-hist-wos (ang-fra);język polski, historia, wiedza o społeczeństwie;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;16;33;0.4848484848;4;200.00000;nie;ogólnodostępny;215;2;215;0;0;215;0;0;12;12;0;0;12;0;0;0;0;0;30;16;14
2760;1C;[O] biol-chem-mat (ang-niem*);biologia, chemia, matematyka;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;346;1;343;3;0;344;2;0;24;23;1;0;23;1;0;0;0;0;66;33;28
2791;1D;[O] fiz-inf-mat (ang-niem*);fizyka, informatyka, matematyka;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;33;33;1;4;200.00000;nie;ogólnodostępny;420;14;419;0;1;418;1;1;20;19;0;1;19;0;1;0;0;0;56;33;30
2800;1En;[O] geogr-mat-niem (ang-niem);geografia, matematyka, język niemiecki;;;16;799180;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;ul. Obozowa;60;01-423;Wola;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;16;XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida;Warszawa;17;Wola;Warszawa;17;33;0.5151515152;4;200.00000;nie;ogólnodostępny;268;2;266;2;0;266;2;0;15;15;0;0;15;0;0;0;0;0;42;17;15
