district;school_name;school_class;points_min;points_max;points_avg
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1a_pol+hist+ang+fr [O] pol-hist-ang (ang-fra);103,15;130,2;112,42
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1a_pol+hist+ang+hisz [O] pol-hist-ang (ang-hisz);119,75;143,8;129,38
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1b_mat+fiz+ang+hiszp [O] mat-fiz-ang (ang-hisz);143,75;165,75;151,89
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1b_mat+fiz+ang+niem [O] mat-fiz-ang (ang-niem);131,05;158,25;145,45
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1b_mat+inf+ang+hiszp [O] mat-inf-ang (ang-hisz);145,1;158,3;148,93
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1b_mat+inf+ang+niem [O] mat-inf-ang (ang-niem);143,85;169,25;152,85
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1c_hist+wos+ang+fr [O] hist-wos-ang (ang-fra);98,65;136,55;112,34
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1c_hist+wos+ang+hisz [O] hist-wos-ang (ang-hisz);118,65;135,7;124,34
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1d_pol+hsz+ang+hisz [I-o] pol-h.szt.-ang (ang-hisz);125,65;157;137,74
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1di_pol+hsz+ang+hisz [I-i] pol-h.szt.-ang (ang-hisz);0;0;0
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1e_mat+geo+ang+hiszp [O] mat-geogr-ang (ang-hisz);125,15;153,65;137,19
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1e_mat+geo+ang+niem [O] mat-geogr-ang (ang-niem);114,8;157,3;128,06
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1f_bio+chem+ang+hisz [O] biol-chem-ang (ang-hisz);127,7;165,5;143,77
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1g_geo+wos+ang+fr [O] geogr-wos-ang (ang-fra);109,5;132,15;120,00
Żoliborz;I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego;1g_geo+wos+ang+hisz [O] geogr-wos-ang (ang-hisz);135,25;153,35;141,84
Żoliborz;LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza Witkacego;1A [O] ang (ang-ros*);171,55;184,2;175,04
Żoliborz;LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza Witkacego;1B [O] niem (niem*-ang);174,75;195,4;181,25
Żoliborz;LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza Witkacego;1C [O] franc (fra*-ang);170,85;187,7;174,38
Żoliborz;LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza Witkacego;1D [O] hiszp (hisz*-ang);174,35;188,9;180,03
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1A [O] Technik elektronik (ang*-hisz*,niem*);98,85;156,85;119,54
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1C [O] Technik informatyk (ang*-ros*);111,55;158;125,76
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1D [O] Technik informatyk (ang*-niem*);119,05;168,45;134,85
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1E [O] Technik informatyk (ang*-hisz*);117,9;171,25;138,48
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1F [O] Technik programista (ang*-hisz*);124,75;166,65;141,35
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1H [O] Technik elektryk (ang*-niem*,ros*);71,75;132,4;101,47
Żoliborz;"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""";1I [O] Technik teleinformatyk (ang*-niem*,ros*);43,75;123,85;90,98
Żoliborz;Technikum Elektryczne nr 2 im. Synów Pułku;1a [O] Technik elektryk (ang-niem*);57,55;137,65;81,49
Żoliborz;Technikum Elektryczne nr 2 im. Synów Pułku;1e [O] Technik teleinformatyk (ang-niem*);65,15;148,05;92,97
Żoliborz;Technikum Mechaniczne nr 7 im. Jana Kilińskiego;1TR [O] Technik reklamy (ang-niem);44,85;121,2;77,82
Żoliborz;Technikum Samochodowe nr 3;1a_TPS [O] Technik pojazdów samochodowych (ang-niem);50,65;146,45;87,63
Żoliborz;Technikum Samochodowe nr 3;1b_TPS [O] Technik pojazdów samochodowych (ang-niem);39,95;94,25;69,64
Żoliborz;Technikum Samochodowe nr 3;1c_TPS [O] Technik pojazdów samochodowych (ang-ros);19,75;126,65;69,55
Żoliborz;Technikum Samochodowe nr 3;1d_TM [O] Technik logistyk (ang-ros,niem);37,4;120,15;80,85
Żoliborz;Technikum Samochodowe nr 3;1e_TM [O] Technik mechatronik (ang-niem);54,55;133,85;97,23
Żoliborz;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;0A [DW] (fra-ang);90,8;180,38;148,35
Żoliborz;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;1B [O] mat-geogr-ang (ang-fra,hisz);158,7;185,95;165,59
Żoliborz;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;1C [O] hist-geogr-wos (ang-fra);142,15;177,25;149,63
Żoliborz;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;1D.1 [D] biol-mat-geogr (fra-ang);118,47;172,95;149,34
Żoliborz;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;1E [O] biol-chem-mat (ang-fra);150,4;176;156,93
