district;school_name;school_class;points_min;points_max;points_avg
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1C1 [O] mat-geogr-ang (ang-niem);156,15;178,95;162,32
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1C2 [O] mat-geogr-ang (ang-fra);151,55;159,3;155,65
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1D1 [O] hist-wos-ang (ang-niem);141,15;160;147,63
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1D2 [O] hist-wos-ang (ang-fra);137,65;156,55;143,99
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1E1 [O] mat-fiz-ang (ang-niem);139,05;154;143,69
Mokotów;XLIV Liceum Ogólnokształcące im. Stefana Banacha;1E2 [O] mat-fiz-ang (ang-fra);112,8;143,8;130,49
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1ah [O] pol-hist-ang (ang-hisz*);145,05;166,75;153,16
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1an [O] pol-hist-ang (ang-niem*);138,55;161,45;146,91
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1bh [O] geogr-wos-hiszp (hisz*-ang);150,45;167,15;155,25
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1bn [O] geogr-wos-niem (niem*-ang);148,35;161,05;153,50
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1c [O] inf-ang-mat (ang-niem*);148,9;171,4;157,49
Mokotów;XLIX Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. Johanna Wolfganga Goethego;1d [D] biol-chem-niem (niem-ang);216,05;239,65;224,76
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1a1 [O] mat-fiz (ang-niem);165,55;179,55;172,55
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1a2 [O] mat-fiz (ang-fra);160,9;194,9;167,24
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1b1 [O] mat-fiz (ang-niem);162,2;183,4;167,19
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1b2 [O] mat-fiz (ang-fra);155,25;174,45;160,48
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1C1 [O] mat-geogr-niem (ang-niem);165,15;185,9;171,41
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1c2 [O] mat-geogr-ros (ang-ros);159,25;179,35;165,98
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1d1 [O] biol-chem (ang-niem);159,6;178,2;164,48
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1d2 [O] biol-chem (ang-fra);160,75;178,6;167,84
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1e1 [O] pol-hist-wos (ang-niem);153,05;184,1;160,83
Mokotów;XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego;1e2 [O] pol-hist-wos (ang-fra);156,45;174,7;164,28
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;0h_klasa_wstepna [DW] hist-geogr-hiszp (hisz-ang);218,55;257;231,73
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;1a [O] mat-geogr-hiszp (ang-hisz*);159,8;174,5;166,75
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;1b [O] biol-chem-hiszp (ang-hisz*);159,1;176,5;165,93
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;1c [O] pol-hist-h.szt. (ang-hisz*);208,4;266,05;228,88
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;1d [O] pol-wos-hiszp (ang-hisz*);155,5;178,05;163,11
Mokotów;XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa;1h [D] hiszp-hist-geogr (hisz-ang);172,09;185,31;178,70
Ochota;Branżowa Szkoła Samochodowa I stopnia  nr 2;1aBSI [O] Mechanik pojazdów samochodowych (ang);26;115,75;60,09
Ochota;Branżowa Szkoła Samochodowa I stopnia  nr 21;bBSI [O] Mechanik pojazdów samochodowych (ang);56,75;87,85;67,90
Ochota;CLX Liceum Ogólnokształcące  im. gen. dyw. Stefana Roweckiego „Grota”;1a [O] mat-geogr-ang (ang-niem*,hisz);99,35;172,35;126,32
Ochota;CLX Liceum Ogólnokształcące  im. gen. dyw. Stefana Roweckiego „Grota”;1b [O] pol-ang (ang-niem*,fra);114,4;163,8;130,14
Ochota;CLX Liceum Ogólnokształcące  im. gen. dyw. Stefana Roweckiego „Grota”;1c [O] biol-chem-ang (ang-niem*,fra,hisz);118,55;163,45;139,29
Ochota;CLX Liceum Ogólnokształcące  im. gen. dyw. Stefana Roweckiego „Grota”;1d [O] mat-fiz-inf (ang-niem*,hisz);119,35;158,35;136,72
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1A [I-o] pol-hist (ang-niem,ros);98,2;118,05;106,46
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1Ai [I-i] pol-hist (ang-niem,ros);0;0;0
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1B [I-o] pol-ang (ang-niem,ros);93,85;128,65;105,68
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1Bi [I-i] pol-ang (ang-niem,ros);0;0;0
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1C [I-o] biol-ang (ang-niem,ros);90,45;144,45;109,79
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1Ci [I-i] biol-ang (ang-niem,ros);0;0;0
Ochota;LXIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bohaterów Powstania;1D [O] inf-ang (ang-niem,ros);80,15;143,8;102,77
Ochota;Technikum nr 10 im. Eugeniusza Kwiatkowskiego;1AE [O] Technik ekonomista (ang*-niem*);40,45;168,35;106,25
Ochota;Technikum nr 10 im. Eugeniusza Kwiatkowskiego;1AH [O] Technik handlowiec (ang*-niem*);40,2;128,25;71,80
Ochota;Technikum nr 10 im. Eugeniusza Kwiatkowskiego;1Tn [O] Technik organizacji turystyki (ang*-niem*);71,35;154,9;107,03
Ochota;Technikum nr 10 im. Eugeniusza Kwiatkowskiego;1Tr [O] Technik organizacji turystyki (ang*-ros*);57,25;123,5;81,47
Ochota;Technikum nr 24;1AI,1BI,1CI [O] Technik informatyk (ang*-ros*,niem*);109,55;161;121,89
Ochota;Technikum nr 24;1DGP,1EGP [O] Technik grafiki i poligrafii cyfrowej (ang*-ros*,niem*);91,95;164,65;108,07
Ochota;Technikum nr 7;1e [O] Technik elektryk (ang*-niem*);63,15;146,7;90,34
Ochota;Technikum nr 7;1eg [O] Technik elektroenergetyk transportu szynowego (ang*-niem*);34;153,15;90,93
Ochota;Technikum nr 7;1lg [O] Technik logistyk (ang*-niem*);64,6;124,15;90,90
Ochota;Technikum nr 7;1m [O] Technik mechatronik (ang*-niem*);108,05;151,95;122,12
Ochota;Technikum nr 7;1oze [O] Technik urządzeń i systemów energetyki odnawialnej (ang*-niem*);75,8;181,5;106,49
Ochota;Technikum nr 7;1s [O] Technik spedytor (ang*-ros);46,05;99,3;66,53
Ochota;Technikum nr 7;1tk [O] Technik transportu kolejowego (ang*-niem*);62,15;154,75;90,94
Ochota;Technikum Samochodowe nr 1 im. Romana Macieja Pijanowskiego;1a [O] Technik pojazdów samochodowych (ang-niem*);20;154,6;72,45
Ochota;Technikum Samochodowe nr 1 im. Romana Macieja Pijanowskiego;1b [O] Technik pojazdów samochodowych (ang-niem*);41,95;96,35;78,02
Ochota;Technikum Samochodowe nr 1 im. Romana Macieja Pijanowskiego;1d [O] Technik pojazdów samochodowych (ang-ros*);35;135,45;80,98
Ochota;VII Liceum Ogólnokształcące im. Juliusza Słowackiego;1A [O] pol-hist-wos (ang-fra*);159,15;183,5;167,10
Ochota;VII Liceum Ogólnokształcące im. Juliusza Słowackiego;1B [O] mat-geogr-niem (ang-niem*);161,85;192,8;169,59
Ochota;VII Liceum Ogólnokształcące im. Juliusza Słowackiego;1C [O] mat-inf-fiz (ang-niem*);163,65;182;169,49
Ochota;VII Liceum Ogólnokształcące im. Juliusza Słowackiego;1D [O] pol-hist-ang (ang-fra*);163,25;179,35;169,47
Ochota;VII Liceum Ogólnokształcące im. Juliusza Słowackiego;1E [O] biol-chem-mat (ang-niem*);165,55;184;172,08
Ochota;XIV Liceum Ogólnokształcące im. Stanisława Staszica;1AB [O] mat-fiz (ang-hisz*,niem*);191,9;191,9;191,90
Ochota;XIV Liceum Ogólnokształcące im. Stanisława Staszica;1DE [O] mat-biol-chem (ang-hisz*,niem*);169,5;194,3;177,89
Ochota;XIV Liceum Ogólnokształcące im. Stanisława Staszica;1FG [O] fiz-mat (ang*-hisz*,niem*);174,65;196,5;182,35
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1a_his [O] pol-hist (ang-ros*,niem*);133,7;163,85;142,48
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1a_wos [O] pol-wos (ang-ros*,niem*);126,95;155,65;136,51
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1b [O] biol-chem (ang-ros*,niem*);133,95;162,45;148,29
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1c [O] ang (ang-ros*,niem*);135,25;157,65;144,95
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1d [O] mat-fiz (ang-ros*,niem*);138,05;158,75;147,88
Ochota;XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego;1e [O] mat (ang-ros*,niem*);127,1;159,45;139,60
Ochota;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;1a [O] mat-fiz-inf (ang-fra*,hisz*,niem*,ros*);157,05;176,4;163,03
Ochota;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;1b [O] mat-geogr-hiszp (ang-hisz*);159;179,7;165,81
Ochota;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;1c [O] pol-ang-hist (ang-fra*,niem*,hisz*,ros*);155,85;185,9;164,08
Ochota;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;1d [O] mat-biol-chem (ang-fra*,niem*,hisz*,ros*);161,05;178,1;167,11
Ochota;XXI Liceum Ogólnokształcące im. Hugona Kołłątaja;1e [O] hist-wos-ang (ang-fra*,hisz*,niem*,ros*);153,6;173,85;158,99
Praga-Południe;Branżowa Szkoła I stopnia nr 20 im. prof. Stanisława Bergera;1ap [O] Kucharz (ang);20,8;77;44,19
Praga-Południe;Branżowa Szkoła I stopnia nr 20 im. prof. Stanisława Bergera;1cp [O] Cukiernik (ang);23,95;101,5;62,37
Praga-Południe;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;1Aa [I-o] (ang*-niem*);50,75;125,45;82,72
Praga-Południe;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;1Aai [I-i] (ang*-niem*);0;0;0
Praga-Południe;CXI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stefana Kisielewskiego;1Bm [O] (ang*-niem*);42,15;133,35;81,95
Praga-Południe;IV Liceum Ogólnokształcące im. Adama Mickiewicza;1A [O] mat-fiz-ang (ang-niem*);144,45;180,85;152,31
Praga-Południe;IV Liceum Ogólnokształcące im. Adama Mickiewicza;1B [O] geogr-wos-ang (ang-niem*);148,3;161,9;154,25
Praga-Południe;IV Liceum Ogólnokształcące im. Adama Mickiewicza;1C [O] mat-inf-ang (ang-niem*);149,45;169,9;156,91
Praga-Południe;IV Liceum Ogólnokształcące im. Adama Mickiewicza;1E [O] biol-chem-mat (ang-niem*);150,1;164,95;155,08
Praga-Południe;IV Liceum Ogólnokształcące im. Adama Mickiewicza;1H [O] pol-hist-ang (ang-fra);141,85;162,05;148,69
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1a-h [O] pol-ang-hist (ang-hisz*);89,2;159,35;113,82
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1a-n [O] pol-ang-hist (ang-niem*);90,85;119,95;100,59
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1b-h [O] ang-wos-geogr (ang-hisz*);102,65;144,9;121,36
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1b-n [O] ang-wos-geogr (ang-niem*);74,35;164;100,00
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1c-n [O] ang-mat-geogr (ang-niem*);91,85;150,65;112,43
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1c-r [O] ang-mat-geogr (ang-ros*);80,7;155,35;110,81
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1d-n [O] ang-biol-chem (ang-niem*);106;153,55;127,49
Praga-Południe;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;1d-r [O] ang-biol-chem (ang-ros*);59,25;124;91,23
Praga-Południe;LXXXVII Liceum Ogólnokształcące im. gen. Leopolda Okulickiego;1LA [O] pol-hist-ang (ang-niem);31,05;147,6;83,28
Praga-Południe;LXXXVII Liceum Ogólnokształcące im. gen. Leopolda Okulickiego;1LB [O] geogr-wos-ang (ang-niem);40,4;138,05;84,21
Praga-Południe;Technikum Gastronomiczno-Hotelarskie nr 2 im. prof. Stanisława Bergera;1dp,ep [O] Technik żywienia i usług gastronomicznych (ang-niem);26,8;116,7;63,06
Praga-Południe;Technikum Gastronomiczno-Hotelarskie nr 2 im. prof. Stanisława Bergera;1hp [O] Technik hotelarstwa (ang-niem);27,55;108,65;65,88
Praga-Południe;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;1a [O] Technik telekomunikacji (ang-niem*);67,55;156,15;94,39
Praga-Południe;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;1b [O] Technik informatyk (ang-niem*);126,15;163,25;136,98
Praga-Południe;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;1c [O] Technik programista (ang-niem*);129,25;164,05;143,66
Praga-Południe;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;1d [O] Technik teleinformatyk (ang-niem*);100,25;160,45;114,79
Praga-Południe;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;1e [O] Technik szerokopasmowej komunikacji elektronicznej (ang-niem*);43,75;110,95;67,11
Praga-Południe;Technikum nr 12;1AL [O] Technik logistyk (ang-niem);67,4;124,95;87,69
Praga-Południe;Technikum nr 12;1AT [O] Technik organizacji turystyki (ang-hisz);36,65;147,15;82,22
Praga-Południe;Technikum nr 2 z Oddziałami Integracyjnymi;1ae [I-o] Technik ekonomista (ang*-niem*);50;138,25;95,35
Praga-Południe;Technikum nr 2 z Oddziałami Integracyjnymi;1aei [I-i] Technik ekonomista (ang*-niem*);0;0;0
Praga-Południe;Technikum nr 2 z Oddziałami Integracyjnymi;1be [I-o] Technik ekonomista (ang*-niem*);107,15;122,8;114,98
Praga-Południe;Technikum nr 27 im. prof. Józefa Zawadzkiego;1FA [O] Technik usług fryzjerskich (ang-niem);59,7;145,05;84,98
Praga-Południe;Technikum nr 27 im. prof. Józefa Zawadzkiego;1TA [O] Technik analityk (ang-niem);49,65;162,1;104,66
Praga-Południe;Technikum nr 27 im. prof. Józefa Zawadzkiego;1TB [O] Technik analityk (ang-niem);61,8;185,95;127,82
Praga-Południe;Technikum nr 27 im. prof. Józefa Zawadzkiego;1TK [O] Technik chłodnictwa i klimatyzacji (ang-niem);35,25;128,4;75,28
Praga-Południe;Technikum Spożywczo-Gastronomiczne im. Jana Pawła II;1A [O] Technik żywienia i usług gastronomicznych (ang-niem,hisz);45,65;134,45;78,37
Praga-Południe;Technikum Spożywczo-Gastronomiczne im. Jana Pawła II;1B [O] Technik technologii żywności (ang-niem,hisz);8;115,55;74,00
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1A-niem [O] pol-hist-ang (ang-niem);109,95;146,25;122,12
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1A-ros [O] pol-hist-ang (ang-ros);117,1;138,15;126,37
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1B-ang [O] fiz-mat-ang (ang-fra,niem);106,9;163,55;127,89
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1B-inf. [O] fiz-mat-inf (ang-niem,fra);112,65;150,45;131,34
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1D-niem(k) [O] geogr-mat-ang (ang-niem);129,95;159,35;142,80
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1D-niem(p) [O] geogr-mat-ang (ang-niem);133;162,95;145,88
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1F-niem [O] biol-chem-mat (ang-niem);134,35;152,05;142,46
Praga-Południe;XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta;1F-ros [O] biol-chem-mat (ang-ros);111,35;153,25;131,50
Praga-Południe;XCVI Liceum Ogólnokształcące im. Agnieszki Osieckiej;1LOa [O] pol-hist (ang-fra);96,25;143,4;111,84
Praga-Południe;XCVI Liceum Ogólnokształcące im. Agnieszki Osieckiej;1LOi [O] mat-inf-ang (ang-niem*);93,25;153,9;119,82
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Amat-biol-ang [O] biol-ang-mat (ang-fra*,niem*,ros*);162,75;174,45;165,71
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Amat-biol-chem [O] biol-chem-mat (ang-fra*,niem*,ros*);165,55;177,75;169,13
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Bpol-hist-ang [O] hist-pol-ang (ang-fra*,niem*,ros*);152,35;185,45;159,85
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Bpol-hist-wos [O] pol-hist-wos (ang-fra*,niem*,ros*);149,95;167;154,22
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Cmat-geo-ang [O] mat-geogr-ang (ang-fra*,niem*,ros*);167,35;174,15;170,51
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Cmat-geo-wos [O] mat-geogr-wos (ang-fra*,niem*,ros*);159,65;172,25;163,53
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1Dmat-fiz-ang [O] mat-fiz-ang (ang-fra*,niem*,ros*);162,3;183,1;168,15
Praga-Południe;XIX Liceum Ogólnokształcące im. Powstańców Warszawy;1D-mat-fiz-chem [O] mat-fiz-chem (ang-fra*,niem*,ros*);152,9;170,65;160,53
Praga-Południe;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;1A [O] mat-fiz-inf (ang-hisz*,niem*,ros*);128,75;158,6;140,79
Praga-Południe;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;1B [O] mat-geogr-ang (ang-hisz*,niem*,ros*);144,85;157,15;150,11
Praga-Południe;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;1C [O] biol-chem-ang (ang-hisz*,niem*,ros*);136,1;156,75;144,96
Praga-Południe;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;1E [O] pol-wos-ang (ang-hisz*,niem*,ros*);122,45;170,95;135,55
Praga-Południe;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;1A [O] geogr-wos-ang (ang-fra*);88,55;150,45;110,51
Praga-Południe;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;1B [O] ang-geogr-mat (ang-hisz*);108,9;152,6;122,28
Praga-Południe;XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie;1C [O] ang-biol-chem (ang-niem*);83,3;137,2;105,58
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1A1 [D] geogr-mat-wos (ang-hisz*,fra,niem);171,23;196,19;177,86
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1A2 [D] pol-hist-wos (ang-hisz*,fra,niem);147,63;206,11;165,95
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1B [O] geogr-mat-ang (ang-hisz*,fra,niem);158,65;176,05;163,69
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1C [O] mat-fiz-ang (ang-hisz*,fra,niem);155,05;172,05;162,21
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1D [O] biol-chem-mat (ang-hisz*,fra,niem);160,55;173,8;164,36
Praga-Południe;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;1M [M] (ang-hisz*);184,06;201,26;190,25
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1ab [O] Mechanik pojazdów samochodowych (ang*);26,85;79,2;49,13
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1bbb [O] Blacharz samochodowy (ang*);36,75;94,7;70,73
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1bbe [O] Elektromechanik pojazdów samochodowych (ang*);44,4;76,25;56,64
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1bbk [O] Kierowca mechanik (ang*);28,85;90,65;56,56
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1bbl [O] Lakiernik samochodowy (ang*);37,2;98,25;63,45
Praga-Północ;Branżowa Szkoła I stopnia nr 7;1bbm [O] Mechanik motocyklowy (ang*);29,45;76,45;62,60
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1A [O] pol-hist-wos (ang*-niem*,por,ros*);125,4;163,3;140,60
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1C [O] biol-chem-mat (ang*-niem*,por,ros*);138,35;172,45;149,14
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1D [I-o] pol-hist-wos (ang*-niem*,por,ros*);120,35;173,85;138,28
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1D_I [I-i] pol-hist-wos (ang*-niem*,por,ros*);0;0;0
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1E [O] ang-biol-geogr (ang*-niem*,por,ros*);134,5;168,95;145,94
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1K [O] mat-fiz-inf (ang*-niem*,por,ros*);142,95;166,15;153,13
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1M [I-o] inf-pol-ang (ang*-niem*,por,ros*);121,05;153,85;138,99
Praga-Północ;L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy;1M_I [I-i] inf-pol-ang (ang*-niem*,por,ros*);0;0;0
Praga-Północ;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;1B [O] ang-inf-wos (ang-hisz*,niem*);91,95;163,45;113,97
Praga-Północ;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;1L [O] geogr-ang-pol (ang-hisz*,niem*);80,2;168,4;119,47
Praga-Północ;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;1M [O] biol-chem-ang (ang-hisz*,niem*);81,95;164,25;117,58
Praga-Północ;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;1P [O] hist-wos-ang (ang-hisz*,niem*);87,35;160,55;111,66
Praga-Północ;Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka;1d1p [O] Technik grafiki i poligrafii cyfrowej (ang*-niem*,ros*);24;161,45;94,20
Praga-Północ;Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka;1g [O] Technik geodeta (ang*-niem*);82,85;160,15;112,71
Praga-Północ;Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka;1i1k [O] Technik informatyk (ang*-niem*,ros*);80,15;162,45;105,31
Praga-Północ;Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka;1t [O] Technik urządzeń i systemów energetyki odnawialnej (ang*-ros*);75,2;160,05;105,11
Praga-Północ;Technikum Mechaniczne nr 5 im. Stefana Starzyńskiego;1TI [O] Technik informatyk (ang-niem,ros);87,95;122,95;98,70
Praga-Północ;Technikum nr 20;1C [O] Technik handlowiec (ang*-niem*,ros*);43,15;115,3;70,49
Praga-Północ;Technikum nr 20;1E [O] Technik organizacji turystyki (ang*-niem*,ros*);51,45;142,45;88,83
Praga-Północ;Technikum nr 20;1G [O] Technik hotelarstwa (ang*-niem*,ros*);34,4;120,05;78,33
Praga-Północ;Technikum nr 6;1at+bt [O] Technik pojazdów samochodowych (ang*-niem*,ros*);30,75;135;72,51
Praga-Północ;Technikum nr 6;1ct [O] Technik elektryk (ang*-niem*,ros*);30,85;105,15;68,12
Praga-Północ;VIII Liceum Ogólnokształcące im. Władysława IV;1A [O] mat-hist-wos (ang-niem*,hisz*,fra,ros);159,55;184,45;169,79
Praga-Północ;VIII Liceum Ogólnokształcące im. Władysława IV;1B [O] mat-biol-chem (ang-niem*,hisz*,fra,ros);171,8;187,85;176,85
Praga-Północ;VIII Liceum Ogólnokształcące im. Władysława IV;1C [O] mat-fiz-inf (ang-niem*,hisz*,fra,ros);172;190,45;179,49
Praga-Północ;VIII Liceum Ogólnokształcące im. Władysława IV;1D [O] mat-fiz-chem (ang-niem*,hisz*,fra,ros);166,85;175,9;169,68
Praga-Północ;VIII Liceum Ogólnokształcące im. Władysława IV;1E [O] mat-geogr-ang (ang-niem*,hisz*,fra,ros);169;194,15;175,66
Praga-Północ;XX Liceum Ogólnokształcące im. Bolesława Chrobrego;1A [O] ang-pol (ang*-niem,ros);63,85;120,45;90,21
Rembertów;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;1A [O] mat-inf-fiz (ang-niem*);85,75;150;116,55
Rembertów;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;1B [O] biol-chem-ang (ang-niem*,hisz*);40,1;152,55;105,21
